title,link,Remote Testing,Adaptive_irt,test_types,description,time
Polymer Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/polymer-engineering-new/,1,0,K,"Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life.",8
Power Electronics and Drives (New),https://www.shl.com/solutions/products/product-catalog/view/power-electronics-and-drives-new/,1,0,K,"Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.",15
Power System Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/power-system-engineering-new/,1,0,K,"Multi-choice test that measures the knowledge of power generation and transmission, electrical machines, power systems and drives, control and instrumentation, fluid mechanics and machines.",12
Prism (New),https://www.shl.com/solutions/products/product-catalog/view/prism-new/,1,0,K,"Multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the Prism library.",4
Production and Industrial Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-and-industrial-engineering-new/,1,0,K,"Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.",13
RemoteWorkQ Participant Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-participant-report/,1,0,C,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: 
o	Work Relationships
o	Work Habits
o	Self-Development & Well-Being
The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing:
o	Insights into your identified strengths and potential risks for working remotely
o	Individualized coaching tips on how you can use your identified strengths to overcome risks",NA
RESTful Web Services (New),https://www.shl.com/solutions/products/product-catalog/view/restful-web-services-new/,1,0,K,"Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return types, security, filters, and interceptors.",12
Retail Sales and Service Simulation,https://www.shl.com/solutions/products/product-catalog/view/retail-sales-and-service-simulation/,1,0,B K S A,"The Retail Sales and Service Simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers. Situations are presented to the candidate via computer-based animation, and the candidate is offered a set of behaviors from which to choose the most and least effective responses. The behaviors vary in the extent to which the sales associate may: direct a conversation toward a commitment or sale, listen carefully to customers and provide options that address what they really need/want, put aside work to assist a customer, and focus on meeting customer needs. Responses are tracked and compared against expert ratings of effectiveness. The test produces an overall score, as well as scores on two subscales, Customer Service Effectiveness and Sales Effectiveness.",30
Reviewing Forms - US (R1),https://www.shl.com/solutions/products/product-catalog/view/reviewing-forms-us-r1/,1,0,K,"This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph, the test taker must select the answer that indicates the incorrect information.",5
Ruby (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-new/,1,0,K,"Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception handling, database connectivity, threads, scripting, network programming and web applications.",11
Ruby on Rails (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-on-rails-new/,1,0,K,"Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model.",11
Sales & Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-simulation/,1,0,S B,"As part of Contact Center Simulations, the Sales & Service Phone Simulation is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interacting with customers on the phone to sell a product/service; adding new or upgraded products or services; extending promotional or retention offers; responding appropriately to customer objections; navigating to information menus to assist the customer and process information; and typing information quickly and accurately. Potential job titles that use this simulation include: telesales representative, outbound sales representative, telemarketer, and contact center representative.",20
Sales & Service Phone Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-solution/,1,0,B P S,"As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. This solution is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interact with customers on the phone to sell a product/service; add new or upgraded products or services; extend promotional or retention offers; respond appropriately to customer objections; navigate to information menus to assist the customer and process information; and type information quickly and accurately. Potential job titles that use this simulation are: Telesales Representative, Telemarketer, and Contact Center Representative. The behavioral tests in this solution are intended to measure the candidate’s sales focus, learning potential, and the tendency to meet goals and work hard, even when faced with obstacles. Collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles involving sales or sales and service.",35
Sales Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/sales-interview-guide/,1,0,P P,"The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report more effectively, by helping you prepare and execute you interviews more effectively.",NA
Sales Profiler Cards,https://www.shl.com/solutions/products/product-catalog/view/sales-profiler-cards/,1,0,P,"The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales Report more effectively, by helping you to understand which competencies and motivators described in the report are most important to a specific sales role.",NA
Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-individual-contributor/,1,0,P,This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.,NA
Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,1,0,P,This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.,NA
Fundamentals of Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-chemistry-new/,1,0,K,"Multi-choice test that measures the knowledge of physical chemistry, inorganic chemistry and organic chemistry.",8
Fundamentals of Physics (New),https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-physics-new/,1,0,K,"Multi-choice test that measures the knowledge of classical mechanics, Newton's laws of motion, electromagnetism, EM waves, thermodynamics and modern physics.",8
General Diseases (New),https://www.shl.com/solutions/products/product-catalog/view/general-diseases-new/,1,0,K,"Multi-choice test that measures the knowledge of common diseases of ear, nose, throat and teeth, their symptoms, drugs used to treat them and various drugs used to relieve pain.",5
Geoinformatics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/geoinformatics-engineering-new/,1,0,K,"Multi-choice test that measures the knowledge of remote sensing, digital image processing, digital photogrammetry, planning and surveying, geology, GIS and drilling Engineering.",10
Geoscience Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/geoscience-engineering-new/,1,0,K,"Multi-choice test that measures the knowledge of exploration geology, soil mechanics, rock mechanics, geophysical investigation, geological surveying.",8
GIT (New),https://www.shl.com/solutions/products/product-catalog/view/git-new/,1,0,K,Multi-choice test that measures the knowledge of how to use GIT for version control.,13
Global Skills Assessment,https://www.shl.com/solutions/products/product-catalog/view/global-skills-assessment/,1,0,C K,The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most discrete level of SHL’s Universal Competency Framework (UCF). The GSA measures self-reported behaviors an individual currently engages in. A person’s skills (sets of behavior) are malleable and may change over time. SHL utilizes GSA scores to understand what the participant reports they can do today.,16
Graduate Scenarios,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios/,1,0,B,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Graduate Scenarios Narrative Report:  A participant focused report that contains;  
 - Graduate Scenarios profile
 - Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management.

Graduate Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",NA
Graduate Scenarios Narrative Report,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios-narrative-report/,1,0,B,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. 

Reports available: 

Graduate Scenarios Narrative Report: A participant focused report that contains; 
- Graduate Scenarios profile 
- Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. 

Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",NA
Graduate Scenarios Profile Report,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios-profile-report/,1,0,B,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. 

Reports available: 

Graduate Scenarios Narrative Report: A participant focused report that contains; 
- Graduate Scenarios profile 
- Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. 

Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",NA
Hibernate (New),https://www.shl.com/solutions/products/product-catalog/view/hibernate-new/,1,0,K,"Multi-choice test that measures the knowledge of Hibernate architecture, Hibernate mapping and Hibernate query language(HQL).",5
HIPAA (Security),https://www.shl.com/solutions/products/product-catalog/view/hipaa-security/,1,1,K,"The HIPAA (Security) test measures knowledge of compliance with the standards required by the Security and Electronic Signature Standards as they apply to HIPAA. Designed for healthcare professionals and concentrating on nontechnical as well as technical aspects of the HIPAA Standards for Security and Electronic Signatures, this test covers the following topics: Computer Mechanisms, Computer Models, General Knowledge, Implementation, Medical Records, Organization, Security Basics, and Setup.",15
Global Skills Development Report,https://www.shl.com/solutions/products/product-catalog/view/global-skills-development-report/,1,0,A E B C D P,"This report is designed to be given to individuals who have completed the Global Skills Assessment (GSA). With coverage across the Great 8 Domains, this measure of self-reported behaviors offers a complete overview of their current skills. Participants receive actionable tips on leveraging their top skill strengths and how they might develop their growth skills.",NA
.NET Framework 4.5,https://www.shl.com/solutions/products/product-catalog/view/net-framework-4-5/,1,1,K,"The.NET Framework 4.5 test measures knowledge of .NET environment. Designed for experienced users, this test covers the following topics: Application Development, Application Foundation, Data Modeling, Deployment, Diagnostics, Performance, Portability, and Security.",30
.NET MVC (New),https://www.shl.com/solutions/products/product-catalog/view/net-mvc-new/,1,0,K,"Multi-choice test that measures the knowledge of Model-View-Controller (MVC) architecture, validation, security, routing, and areas.",17
.NET MVVM (New),https://www.shl.com/solutions/products/product-catalog/view/net-mvvm-new/,1,0,K,"Multi-choice test that measures the knowledge of MVVM pattern, scenarios, data validation, ViewModel communication and Quick-start.",5
.NET WCF (New),https://www.shl.com/solutions/products/product-catalog/view/net-wcf-new/,1,0,K,"Multi-choice test that measures the knowledge of .NET fundamentals, WCF architecture, programming model, SOA, managing and programming WCF.",11
.NET WPF (New),https://www.shl.com/solutions/products/product-catalog/view/net-wpf-new/,1,0,K,"Multi-choice test that measures the knowledge of .NET basics, WPF, XAML controls, events, layouts, working with WPF windows/menus and deploying WPF applications.",9
.NET XAML (New),https://www.shl.com/solutions/products/product-catalog/view/net-xaml-new/,1,0,K,"Multi-choice test that measures the knowledge of XAML triggers, data binding, custom controls and layouts.",5
Accounts Payable (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-payable-new/,1,0,K,"Multiple-choice test that measures the knowledge of processing payables and vendor invoices, and the posting of journal entries.",9
Accounts Payable Simulation (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-payable-simulation-new/,1,0,S,Simulated data entry test that measures the ability to process payables and vendor invoices.,8
Accounts Receivable (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-receivable-new/,1,0,K,Multiple-choice test that measures the knowledge of processing receivables and invoices.,13
Accounts Receivable Simulation (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-receivable-simulation-new/,1,0,S,Simulated data entry test that measures the ability to process receivables and invoices.,8
ADO.NET (New),https://www.shl.com/solutions/products/product-catalog/view/ado-net-new/,1,0,K,"Multi-choice test that measures the knowledge on the concepts of ADO.NET architecture, components and data provider objects.",10
Struts (New),https://www.shl.com/solutions/products/product-catalog/view/struts-new/,1,0,K,"Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors.",5
SVAR - Spoken English (AUS),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-aus/,1,0,S,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",NA
SVAR - Spoken English (Indian Accent) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/,1,0,S,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",NA
SVAR - Spoken English (U.K.),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-u-k/,1,0,S,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",NA
SVAR - Spoken English (US) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-us-new/,1,0,S,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",NA
SVAR - Spoken French (Canadian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-canadian-new/,1,0,S,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.

 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",NA
SVAR - Spoken French (European) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-european-new/,1,0,S,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",NA
SVAR - Spoken Spanish (Castilian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-castilian-new/,1,0,S,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",NA
SVAR - Spoken Spanish (North American) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-north-american-new/,1,0,S,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español.

 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",NA
Swing (New),https://www.shl.com/solutions/products/product-catalog/view/swing-new/,1,0,K,"Multi-choice test that measures the knowledge of components, containers, layouts and event handling in Swing.",4
Tableau (New),https://www.shl.com/solutions/products/product-catalog/view/tableau-new/,1,0,K,"Multi-choice test that measures the knowledge of how to use Tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out forecasting.",8
Telecommunications Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/telecommunications-engineering-new/,1,0,K,"Multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering.",7
Teradata Development (New),https://www.shl.com/solutions/products/product-catalog/view/teradata-development-new/,1,0,K,"Multi-choice test that measures the knowledge on Teradata concepts of RDBMS components, performance availability features, utilities, workload management, basic extensions, logical expressions, subqueries, SQL optimization, physical database design, table partitioning, query analysis and indexes.",9
Time Management (U.S.),https://www.shl.com/solutions/products/product-catalog/view/time-management-u-s/,1,1,K,"This is an adaptive test that measures the candidate's knowledge of how to use time wisely in the workplace. It is designed for the average business worker and covers the following topics: Action Plans, Controlling, Decision Making, Organizing, Planning, Scheduling, Time Usage, and Time Wasters.",15
Training Development,https://www.shl.com/solutions/products/product-catalog/view/training-development/,1,1,K,"The Training Development test measures knowledge of developing and delivering training programs. Designed for experienced trainers, this test covers the following topics: Analysis Methods, Audience Analysis, Design Materials, Design Strategy, Developing Instructional Materials, General Knowledge, Media, Project Management Plan, Purpose of Training, Training Delivery, and Writing Instructional Objectives.",15
Typing (New),https://www.shl.com/solutions/products/product-catalog/view/typing-new/,1,0,S,Typing based test that evaluates typing speed and accuracy.,2
UiPath RPA Development (New),https://www.shl.com/solutions/products/product-catalog/view/uipath-rpa-development-new/,1,0,K,"Multi-choice test that measures the knowledge on UiPath architecture, workflows recording, UI interaction, automation, and orchestrator.",8
Universal Competency Framework Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-interview-guide/,1,0,C P,"The UCF Interview Guide provides a structured way of gathering information about each candidate and their competency potential across the 20 UCF Dimensions.

NOTE: Simplified Chinese Guide is available from local office; Portuguese Guide is available from Distributor",NA
Universal Competency Framework Job profiling guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,1,0,C P,"The SHL Universal Competency Framework establishes a common language for competencies that underpins SHL’s products and services. It is a single underlying construct framework that provides a rational, consistent and practical basis for the purpose of understanding people’s behaviours at work and the likelihood of being able to succeed in a given role and in a given environment",NA
Universal Competency Framework Profiler Cards (44),https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,1,0,C P,"The UCF sets out the key behaviours that drive performance using a standard, proven hierarchy that can be applied to virtually any job at any level, in any organisation around the world.",NA
UNIX (New),https://www.shl.com/solutions/products/product-catalog/view/unix-new/,1,0,K,"Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell programming.",9
VB.NET (New),https://www.shl.com/solutions/products/product-catalog/view/vb-net-new/,1,0,K,"Multi-choice test that measures the knowledge on the concepts of VB.NET assemblies, OOPs concepts, ADO.NET, multithreading, exception handling and GUI.",10
Verify - Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/verify-deductive-reasoning/,1,1,A,"The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables organisations to recruit and develop candidates applying for jobs at all levels that require deductive reasoning ability.

The Deductive Reasoning Test is a new test in the SHL Verify range of ability tests, and measures the ability to:
•	draw logical conclusions based on information provided
•	identify strengths and weaknesses of arguments
•	complete scenarios using incomplete information

The test is 18 minutes long, has 20 items and is designed to provide an indication of how an individual will perform when asked to develop solutions when presented with information and draw sound conclusions from data.  

This form of reasoning is commonly required to support work and decision-making in many different types of jobs and at many levels. Sample tasks for jobs that may require deductive reasoning include, but are not limited to:
•	evaluate arguments
•	analyse scenarios
•	draw logical conclusions",20
Verify - Following Instructions,https://www.shl.com/solutions/products/product-catalog/view/verify-following-instructions/,1,0,A,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,8
Verify - G+,https://www.shl.com/solutions/products/product-catalog/view/verify-g/,1,1,A,"The G+ test is part of the Verify suite of cognitive ability tests. The test is designed to measure three types of ability: Numerical, Deductive, and Inductive. There are 30 questions in the test, with 10 questions for each of the three abilities measured. Sample tasks for jobs that may require these abilities include, but are not limited to: evaluating arguments, analyzing scenarios, working with data, doing mathematical computations, interpreting graphs and tables, and drawing logical conclusions. The G+ test, due to its adaptive nature, is appropriate for all job levels and roles.",36
Verify - General Ability Screen,https://www.shl.com/solutions/products/product-catalog/view/verify-general-ability-screen/,1,1,A,"The General Ability Screen is a first for us – a measure of general mental ability or ‘g’ .
Targeted at ‘entry-level’ roles, General Ability Screen is intended to precede other measures to provide process efficiency, and to ensure candidates experience the most positive possible assessment process, by being quick, fair and available as an online test 24/7/365. 
As the name suggests, the test is designed to be used in screening or sifting processes",10
Verify - Inductive Reasoning (2014),https://www.shl.com/solutions/products/product-catalog/view/verify-inductive-reasoning-2014/,1,1,A,"Inductive Reasoning is a test used for job candidates applying to jobs at all levels that require logical reasoning ability. Sample tasks for jobs that may require inductive reasoning include, but are not limited to dealing with new concepts and approaches, answering questions of ‘why’ and ‘how’ and resolving complex and ambiguous problems. Potential job titles that use this ability are Senior Sales, Product/Service Development, Research and Development.",24
Verify - Numerical Ability,https://www.shl.com/solutions/products/product-catalog/view/verify-numerical-ability/,1,1,A,"The next-generation Verify Numerical Ability Test provides a replacement for the existing Numerical Reasoning test in our Verify range of ability tests and the Global Cognitive Index – Adaptive Quantitative test, and measures the ability to:
•	Derive the numerical problem from a written problem
•	Calculate the answer to numerical equations
•	Work with numerical data in a realistic workplace context

The test is 20 minutes long, has 16 items and is designed to provide an indication of how an individual will perform when asked to work with numerical information or statistical details.",20
Verify - Technical Checking - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-technical-checking-next-generation/,1,0,A,"The Technical Checking assessment is part of the Verify suite of cognitive ability assessments. Technical Checking measures perceptual speed and accuracy. This assessment requires examinees to quickly and accurately match symbols and switches based on a given set of rules. The Technical Checking assessment is mostly non-verbal and features shapes and figures. As with all assessments included in the Verify suite, the Technical Checking assessment allows organizations to assess this aspect of cognitive ability in an unproctored setting. This assessment is appropriate for all job levels and job titles, but is especially relevant for jobs that require the ability to quickly assess the accuracy of information against a set of rules.",5
Verify - Verbal Ability - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-verbal-ability-next-generation/,1,1,A,"The Verbal Ability test measures the ability to read written passages and comprehend the text, interpret tone and author intent, identify main ideas, and predict author responses. Sample tasks for jobs that may require verbal ability include, but are not limited to: working with reports, correspondence, instructions, and research information. The Verbal Ability test, due to its adaptive nature, is appropriate for all job levels and roles.",15
Verify - Working with Information,https://www.shl.com/solutions/products/product-catalog/view/verify-working-with-information/,1,0,A,This test measures a candidate's ability to process information. Candidates are given information in different table formats and are asked to use the information provided to answer related questions.,10
Verify G+ - Ability Test Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-ability-test-report/,1,0,A,"The SHL Verify G+ Ability Test Report provides the candidate's overall General Ability score alongside scores on Numerical, Deductive and Inductive Reasoning, using the comparison group selected by the user.",NA
Verify G+ - Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-candidate-report/,1,0,A,"The SHL Verify G+ Ability Candidate Report provides the candidate with feedback on their Numerical, Deductive and Inductive Reasoning results. It does not include the overall score, as it is intended for feedback and developmental purposes. The report focuses on how the candidate can improve their abilities in each area (deductive, inductive, and numerical). Please note: language availability for the G+ Candidate Report is currently more limited than for the manger-facing G+ Ability Report.",NA
Verify Interactive Ability Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-ability-report/,1,0,A,Verify Interactive Ability Report,NA
Verify Interactive G+ Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-candidate-report/,1,0,A,Verify Interactive G+ Candidate Report,NA
Verify Interactive G+ Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-report/,1,0,A,Report for Verify Interactive G+,NA
Verify Interactive Process Monitoring,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-process-monitoring/,1,0,A,"The SHL Verify Range of Ability Tests is a suite of cognitive ability assessments appropriate for candidates at a wide range of job levels. The SHL Process Monitoring assessment is designed for candidates in a wide range of industries where following processes, ensuring vigilance and maintaining machinery are important aspects of the job role. It measures candidates' ability to respond in a timely manner to instrument feedback and monitor variations in a production process in order to maintain the process within specified safe control limits.",18
Virtual Assessment and Development Centers,https://www.shl.com/solutions/products/product-catalog/view/virtual-assessment-and-development-centers/,1,0,P,"SHL’s innovative virtual assessment centers wow new hires or existing employees and show how you invest in your people. They are a highly engaging experience, inclusive and packed with predictive power to undercover potential.

SHL’s virtual assessment and development center platform is packaged with features to support your candidates, assessors and center administrators.

Deliver a full range of assessment center exercises, from inbox simulations and written analysis, through coaching and role-play with preparation materials and one to one live virtual interactions, to assigned or unassigned role group exercises. Exercises are available across a range of job levels and industry scenarios

Want to find out more or book a demo? Visit https://www.shl.com/en/solutions/virtual/virtual-assessment-development-center/
 
Language Availability for the candidate and assessor simulation interface is shown in the list below.
 
Language Availability for the live interactions interface (Smart Interview Live) is currently:  English US, Japanese, Simplified Chinese, Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Greek.",NA
Visual Basic for Applications (New),https://www.shl.com/solutions/products/product-catalog/view/visual-basic-for-applications-new/,1,0,K,"Multi-choice test that measures the knowledge of VBA programming constructs, forms, controls and VBA security.",7
Visual Comparison - UK,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-uk/,1,0,K,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are notidentical.,5
Visual Comparison - US,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-us/,1,0,K,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are not identical.,5
VLSI and Embedded Systems (New),https://www.shl.com/solutions/products/product-catalog/view/vlsi-and-embedded-systems-new/,1,0,K,Multi-choice test that measures the knowledge of VLSI and embedded systems basics.,9
What Is The Value - US,https://www.shl.com/solutions/products/product-catalog/view/what-is-the-value-us/,1,1,K,The What is the Value –US test measures money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis.,5
Workplace Administration Skills (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-administration-skills-new/,1,0,K,"Multi-choice test that measures the ability to organize one's workplace, properly maintain data, perform simple tasks on the computer and resolve administrative issues.",12
Workplace Health and Safety (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-health-and-safety-new/,1,0,K,"Multi-choice test that measures the knowledge of first aid, emergency safety measures, cleanliness and personal hygiene.",9
